ID,ECLO
ACCIDENT_39609,4.896197594255765
ACCIDENT_39610,4.027947579138604
ACCIDENT_39611,6.046102073719023
ACCIDENT_39612,5.519666197939679
ACCIDENT_39613,5.078919162928009
ACCIDENT_39614,5.013808106299833
ACCIDENT_39615,4.814102277069717
ACCIDENT_39616,4.026533777011378
ACCIDENT_39617,4.661343699333653
ACCIDENT_39618,5.103457730084458
ACCIDENT_39619,5.013285968744285
ACCIDENT_39620,3.4326066532077975
ACCIDENT_39621,4.871626519204936
ACCIDENT_39622,3.5199766409858744
ACCIDENT_39623,3.3169157927415913
ACCIDENT_39624,4.981427379018963
ACCIDENT_39625,5.6014564859657865
ACCIDENT_39626,5.142936578516716
ACCIDENT_39627,5.163977515044338
ACCIDENT_39628,5.250648743182345
ACCIDENT_39629,4.741384936453321
ACCIDENT_39630,3.9460074947523274
ACCIDENT_39631,4.107146346146986
ACCIDENT_39632,5.300381660887861
ACCIDENT_39633,5.181033120879624
ACCIDENT_39634,5.193303855744518
ACCIDENT_39635,5.189803322542351
ACCIDENT_39636,5.563089978472436
ACCIDENT_39637,3.720666073765499
ACCIDENT_39638,4.726150868761629
ACCIDENT_39639,5.294085069120088
ACCIDENT_39640,4.6517474729151775
ACCIDENT_39641,5.440281926382273
ACCIDENT_39642,4.483251297182128
ACCIDENT_39643,5.315123103074371
ACCIDENT_39644,3.2907888251468522
ACCIDENT_39645,4.612626822439036
ACCIDENT_39646,5.4140650660772724
ACCIDENT_39647,5.409328676090937
ACCIDENT_39648,6.748973064808981
ACCIDENT_39649,3.2907888251468522
ACCIDENT_39650,3.881850673904171
ACCIDENT_39651,4.256385631795669
ACCIDENT_39652,5.127285583245392
ACCIDENT_39653,3.784363042755962
ACCIDENT_39654,3.682215385723664
ACCIDENT_39655,4.281017112751047
ACCIDENT_39656,4.359467716984756
ACCIDENT_39657,4.746282544092147
ACCIDENT_39658,4.813414620646415
ACCIDENT_39659,4.241081658498558
ACCIDENT_39660,4.8470188263354945
